v	c	a	d	time	branch	n_der	n_tot	time_elapsed	iter	p
0	2	1	2	0.6334482758	d	154962	159177	142.35	10	0.97352004372491
2	0	1	2	0.6334482758	d	154842	158898	143.5	10	0.974474190990447
1	2	1	2	0.6334482758	d	137842	141391	159.75	10	0.974899392464867
1	0	1	2	0.6334482758	d	136845	140454	159.6	10	0.974304754581571
2	1	0	2	0.6334482758	d	111035	113946	197.45	10	0.97445281098064
0	1	2	2	0.6334482758	d	110542	113460	200.15	10	0.974281685175392
1	1	0	2	0.6334482758	d	85713	87896	260.05	10	0.975163829980886
1	1	2	2	0.6334482758	d	87408	89635	258.05	10	0.975154794444135
0	0	2	1	0.6334482758	d	36705	73221	332.65	10	0.501290613348629
2	2	0	1	0.6334482758	d	36231	72700	338.25	10	0.498363136176066
2	1	1	2	0.6334482758	d	51998	53284	423.55	10	0.975865175287141
0	1	1	2	0.6334482758	d	51850	53220	430.3	10	0.974257797820368
2	2	1	1	0.6334482758	d	22434	45307	543	10	0.495155274019467
0	0	1	1	0.6334482758	d	23096	45926	541.25	10	0.502895963071027
1	2	2	1	0.6334482758	d	21010	42058	588.15	10	0.499548242902658
1	0	0	1	0.6334482758	d	21332	42775	580.95	10	0.498702513150205
2	0	2	1	0.6334482758	d	20667	41559	594.4	10	0.497293005125244
0	2	0	1	0.6334482758	d	20871	41811	594.85	10	0.49917485829088
0	2	2	1	0.6334482758	d	19130	38440	637.95	10	0.497658688865765
2	0	0	1	0.6334482758	d	19637	38887	635.8	10	0.504975955975005
1	0	2	1	0.6334482758	d	14817	29728	822.85	10	0.498418998923574
1	1	1	2	0.6334482758	d	33258	34089	665.8	10	0.975622634867553
1	2	0	1	0.6334482758	d	15024	29953	809.75	10	0.50158581778119
0	1	0	1	0.6334482758	d	8290	16571	1045.15	10	0.500271558747209
2	1	2	1	0.6334482758	d	8014	16320	1038.1	10	0.491053921568627
0	2	1	1	0.6334482758	d	7746	15466	1074.85	10	0.500840553472132
2	0	1	1	0.6334482758	d	7647	15317	1078.65	10	0.499249200235033
1	2	1	1	0.6334482758	d	6700	13694	1094.3	10	0.489265371695633
1	0	1	1	0.6334482758	d	6892	13677	1094.1	10	0.503911676537252
2	1	0	1	0.6334482758	d	5443	10821	1094.3	10	0.503003419277331
0	1	2	1	0.6334482758	d	5282	10735	1094.3	10	0.492035398230089
1	1	0	1	0.6334482758	d	4284	8592	1094.3	10	0.498603351955307
1	1	2	1	0.6334482758	d	4243	8546	1094.3	10	0.496489585771121
2	1	1	1	0.6334482758	d	2661	5226	1094.3	10	0.509184845005741
0	1	1	1	0.6334482758	d	2645	5392	1094.3	10	0.490541543026706
1	1	1	1	0.6334482758	d	1583	3326	1094.3	10	0.475947083583885
0	0	0	0	0.6334482758	v	5361604	673362356	0	10	0.00796243501322192
2	2	2	2	0.6334482758	v	550152781	550355192	0	10	0.999632217515266
0	0	0	2	0.6334482758	v	203055	40707543	0.35	10	0.00498814187827548
2	2	2	0	0.6334482758	v	33131785	33736323	0.35	10	0.982080501185621
0	0	0	1	0.6334482758	v	20038	15409002	6.45	10	0.00130040868318402
1	0	0	0	0.6334482758	v	1556218	7854549	33.25	10	0.198129517048019
0	2	0	0	0.6334482758	v	670981	4435796	33.95	10	0.151265071703027
0	0	1	0	0.6334482758	v	273712	4337235	31.85	10	0.0631074866821835
0	0	2	0	0.6334482758	v	488318	4174344	20.1	10	0.116980775901555
2	0	0	0	0.6334482758	v	1466803	3448023	38.15	10	0.425404064880078
0	1	0	0	0.6334482758	v	245750	2989920	88.9	10	0.0821928345908921
2	2	0	0	0.6334482758	v	2164100	2799208	21.8	10	0.773111537263397
1	2	0	0	0.6334482758	v	749023	1571728	51.85	10	0.476560193621288
2	2	2	1	0.6334482758	v	2286803	2306509	9.9	10	0.991456352435651
2	2	1	0	0.6334482758	v	1196221	1413836	35.8	10	0.846081865223406
2	0	2	0	0.6334482758	v	956840	1389882	38.2	10	0.688432543194314
0	2	2	0	0.6334482758	v	489179	1333137	41.85	10	0.366938281661975
1	2	2	0	0.6334482758	v	773212	1313917	38.7	10	0.588478572086365
1	0	2	0	0.6334482758	v	498253	1106756	51.9	10	0.450192273635743
0	2	1	0	0.6334482758	v	194413	626912	101.5	10	0.310112105048236
2	0	1	0	0.6334482758	v	377954	599319	103.15	10	0.630639108721732
1	0	1	0	0.6334482758	v	246032	595519	110.5	10	0.413138791541496
2	1	0	0	0.6334482758	v	348056	548893	141.95	10	0.63410537208527
1	1	0	0	0.6334482758	v	223843	538253	176.3	10	0.41586948888348
2	2	0	2	0.6334482758	v	621696	756589	30.65	10	0.821709012422861
0	0	2	2	0.6334482758	v	133287	751210	30.85	10	0.177429746675364
1	2	1	0	0.6334482758	v	271212	496352	117.8	10	0.546410611823867
2	1	2	0	0.6334482758	v	381653	502977	101.6	10	0.75878817520483
0	1	2	0	0.6334482758	v	116863	412454	145.75	10	0.283335838663221
0	0	1	2	0.6334482758	v	62815	468483	50.75	10	0.134081706273227
2	2	1	2	0.6334482758	v	406420	469727	49.3	10	0.865225971681423
2	0	2	2	0.6334482758	v	312952	438709	53.65	10	0.71334757208081
1	0	0	2	0.6334482758	v	171465	432871	53.55	10	0.396111081592437
0	2	0	2	0.6334482758	v	124814	437321	52.95	10	0.285405914648508
1	2	2	2	0.6334482758	v	263993	437240	52.95	10	0.603771384136858
1	1	2	0	0.6334482758	v	147993	286872	188.7	10	0.515885133439304
2	0	0	2	0.6334482758	v	243873	401670	57.65	10	0.607147658525655
0	2	2	2	0.6334482758	v	158847	403489	58.1	10	0.393683594843973
0	1	1	0	0.6334482758	v	55589	228289	303.9	10	0.243502753089286
1	0	2	2	0.6334482758	v	147310	310960	76.15	10	0.473726524311809
1	2	0	2	0.6334482758	v	165058	311394	73.65	10	0.530061593993462
2	1	1	0	0.6334482758	v	131143	183975	317.75	10	0.712830547628754
1	1	1	0	0.6334482758	v	63397	131595	481.15	10	0.481758425472092
0	1	0	2	0.6334482758	v	37852	167438	142.65	10	0.22606576762742
2	1	2	2	0.6334482758	v	130878	169244	139.4	10	0.773309541254047
0	2	1	2	0.6334482758	v	54127	159452	149.3	10	0.339456388129343
2	0	1	2	0.6334482758	v	104846	158938	148.3	10	0.659666033296002
1	2	1	2	0.6334482758	v	79560	141615	164.7	10	0.561804893549412
1	0	1	2	0.6334482758	v	61046	140878	165	10	0.433325288547538
0	1	2	2	0.6334482758	v	35303	114388	211	10	0.308625030597615
2	1	0	2	0.6334482758	v	78540	113765	210.75	10	0.690370500593328
1	1	0	2	0.6334482758	v	41069	87796	273.45	10	0.467777575288168
1	1	2	2	0.6334482758	v	46665	87373	277.35	10	0.534089478442997
2	2	0	1	0.6334482758	v	59218	72134	367.8	10	0.8209443535642
0	0	2	1	0.6334482758	v	12836	72371	359.95	10	0.177363861215128
0	1	1	2	0.6334482758	v	14060	52689	451.65	10	0.266848867885137
2	1	1	2	0.6334482758	v	38889	53095	454.6	10	0.73244184951502
0	0	1	1	0.6334482758	v	6067	45308	570.35	10	0.133905712015538
2	2	1	1	0.6334482758	v	39092	45227	562.15	10	0.864350940809693
2	0	2	1	0.6334482758	v	29929	41735	612.05	10	0.717119923325746
0	2	0	1	0.6334482758	v	11801	42121	622.8	10	0.280169036822488
1	2	2	1	0.6334482758	v	25209	41569	611.8	10	0.60643748947533
1	0	0	1	0.6334482758	v	16739	42174	622.1	10	0.39690330535401
2	0	0	1	0.6334482758	v	22910	38344	674.3	10	0.597485916962237
0	2	2	1	0.6334482758	v	15265	38465	669.5	10	0.39685428311452
1	1	1	2	0.6334482758	v	17597	34786	689.65	10	0.505864428218249
1	2	0	1	0.6334482758	v	15710	29762	859.15	10	0.527854310866205
1	0	2	1	0.6334482758	v	13918	29844	857.55	10	0.466358396997721
0	2	1	1	0.6334482758	v	5227	15525	1122.25	10	0.336682769726248
2	1	2	1	0.6334482758	v	12471	15968	1104.2	10	0.780999498997996
0	1	0	1	0.6334482758	v	3600	16155	1096.05	10	0.222841225626741
2	0	1	1	0.6334482758	v	10101	15409	1120.4	10	0.655525991303784
1	2	1	1	0.6334482758	v	7788	13693	1140.7	10	0.568757759439129
1	0	1	1	0.6334482758	v	6006	13745	1140.7	10	0.436958894143325
2	1	0	1	0.6334482758	v	7548	11074	1140.7	10	0.681596532418277
0	1	2	1	0.6334482758	v	3436	10983	1140.7	10	0.312847127378676
1	1	0	1	0.6334482758	v	3936	8371	1140.7	10	0.470194719866205
1	1	2	1	0.6334482758	v	4452	8485	1140.7	10	0.524690630524455
0	1	1	1	0.6334482758	v	1424	5147	1140.7	10	0.276666019040218
2	1	1	1	0.6334482758	v	3736	5097	1140.7	10	0.732980184422209
1	1	1	1	0.6334482758	v	1653	3370	1140.7	10	0.490504451038576
0	0	0	0	0.9	c	6565636	674488249	0	10	0.00973424816478901
2	2	2	2	0.9	c	550056759	550348204	0.05	10	0.99947043526647
0	0	0	2	0.9	c	291239	40693585	0.4	10	0.00715687742920659
2	2	2	0	0.9	c	32863977	33729419	0.4	10	0.974341627408406
0	0	0	1	0.9	c	28193	15417905	5.5	10	0.00182858825501908
1	0	0	0	0.9	c	914121	7844813	29.45	10	0.116525530946372
0	2	0	0	0.9	c	947012	4435027	30.9	10	0.213530154382375
0	0	1	0	0.9	c	389325	4335403	29.2	10	0.0898013402675599
0	0	2	0	0.9	c	693492	4171395	18.7	10	0.166249420158005
2	0	0	0	0.9	c	898544	3444789	34.2	10	0.26084152033695
0	1	0	0	0.9	c	351569	2994140	77.9	10	0.117419025162484
2	2	0	0	0.9	c	1907466	2800470	18.95	10	0.681123525693901
1	2	0	0	0.9	c	729198	1571105	46.6	10	0.464130659631279
2	2	2	1	0.9	c	2287503	2315183	8.8	10	0.988044141651006
2	2	1	0	0.9	c	1104051	1413520	32.3	10	0.781065000848944
2	0	2	0	0.9	c	783606	1388353	34.5	10	0.564414093533849
0	2	2	0	0.9	c	682357	1334083	38.1	10	0.511480170274263
1	2	2	0	0.9	c	841068	1316025	34.4	10	0.639097281586596
1	0	2	0	0.9	c	463684	1106739	48.4	10	0.418964182160383
0	2	1	0	0.9	c	271944	626140	94.85	10	0.43431820359664
2	0	1	0	0.9	c	292971	601130	95.3	10	0.487367125247451
1	0	1	0	0.9	c	215212	595606	102.85	10	0.361332827406037
2	1	0	0	0.9	c	269197	548511	129.05	10	0.490777760154309
1	1	0	0	0.9	c	195962	537284	165.2	10	0.364727034492001
2	2	0	2	0.9	c	567290	757810	28.4	10	0.748591335559045
0	0	2	2	0.9	c	189266	753371	27.5	10	0.251225491822754
2	1	2	0	0.9	c	333005	506022	93.2	10	0.658084035871958
1	2	1	0	0.9	c	283913	496085	108	10	0.572307165102755
0	1	2	0	0.9	c	164873	413212	130.2	10	0.399003417132126
0	0	1	2	0.9	c	89692	466716	45.35	10	0.192176827021143
2	2	1	2	0.9	c	380396	470627	44.65	10	0.808274918353601
0	2	0	2	0.9	c	175932	434577	49.35	10	0.404835046493487
1	0	0	2	0.9	c	146170	433580	48.95	10	0.337123483555515
1	2	2	2	0.9	c	288627	435982	48.65	10	0.662015863040217
2	0	2	2	0.9	c	261873	437047	48.95	10	0.599187272764714
1	1	2	0	0.9	c	152491	289327	171.05	10	0.527054163628006
2	0	0	2	0.9	c	181588	401850	52.6	10	0.451880054746796
0	2	2	2	0.9	c	221491	403810	52.1	10	0.548503008840792
0	1	1	0	0.9	c	78670	227701	283.55	10	0.345496945555795
1	0	2	2	0.9	c	142017	311493	68.35	10	0.455923568105864
1	2	0	2	0.9	c	168732	309969	69.95	10	0.54435120931448
2	1	1	0	0.9	c	109101	183647	282.7	10	0.594079946854563
1	1	1	0	0.9	c	61300	130251	440.4	10	0.470629784032368
0	1	0	2	0.9	c	54627	169574	130.6	10	0.32214254543739
2	1	2	2	0.9	c	115575	169553	123.4	10	0.681645267261564
0	2	1	2	0.9	c	75647	159977	136.35	10	0.472861723872807
2	0	1	2	0.9	c	82808	157883	139.35	10	0.524489653730927
1	0	1	2	0.9	c	56595	141440	152.6	10	0.400134332579186
1	2	1	2	0.9	c	85050	141205	154	10	0.60231578201905
2	1	0	2	0.9	c	64313	113680	193.15	10	0.565737156931738
0	1	2	2	0.9	c	49872	114505	190.9	10	0.435544299375573
1	1	0	2	0.9	c	39783	88540	245	10	0.449322340185227
1	1	2	2	0.9	c	49701	89139	243.7	10	0.557567394743042
0	0	2	1	0.9	c	18415	72676	325.35	10	0.253384886344873
2	2	0	1	0.9	c	54239	72552	320.7	10	0.747587936927997
0	1	1	2	0.9	c	19919	52663	408.2	10	0.378235193589427
2	1	1	2	0.9	c	32471	52207	419.8	10	0.621966402972781
0	0	1	1	0.9	c	8801	45525	517.7	10	0.193322350356947
1	0	0	1	0.9	c	13889	41786	562.05	10	0.332384052074858
2	2	1	1	0.9	c	35956	44555	525.9	10	0.807002581079565
1	2	2	1	0.9	c	27452	41208	568.6	10	0.666181324014754
2	0	2	1	0.9	c	24994	42125	550.75	10	0.593329376854599
0	2	0	1	0.9	c	16941	42168	558.2	10	0.401750142287991
0	2	2	1	0.9	c	21144	38859	613.4	10	0.544121053037906
2	0	0	1	0.9	c	17421	38542	602.6	10	0.452000415131545
1	0	2	1	0.9	c	13779	30396	764.05	10	0.453316225819187
1	1	1	2	0.9	c	17247	34313	630.5	10	0.502637484335383
1	2	0	1	0.9	c	16355	30254	762.3	10	0.540589674092682
0	1	0	1	0.9	c	5257	16524	988.45	10	0.318143306705398
2	1	2	1	0.9	c	11120	16227	994.3	10	0.685277623713564
2	0	1	1	0.9	c	7978	15322	1020.55	10	0.520689205064613
0	2	1	1	0.9	c	7388	15446	1018.75	10	0.4783115369675
1	0	1	1	0.9	c	5519	13447	1038.3	10	0.410426117349595
1	2	1	1	0.9	c	8071	13506	1038.3	10	0.597586257959425
2	1	0	1	0.9	c	6314	11258	1038.3	10	0.56084562089181
0	1	2	1	0.9	c	4945	11341	1038.3	10	0.436028568909267
1	1	2	1	0.9	c	4672	8522	1038.3	10	0.548228115465853
1	1	0	1	0.9	c	3823	8568	1038.3	10	0.446195144724557
2	1	1	1	0.9	c	3119	5014	1038.3	10	0.622058236936578
0	1	1	1	0.9	c	1905	4913	1038.3	10	0.387746794219418
1	1	1	1	0.9	c	1652	3329	1038.3	10	0.496245118654251
0	0	0	0	0.9	d	9497791	677206722	0	10	0.0140249508627884
2	2	2	2	0.9	d	549345726	550339353	0	10	0.998194519445895
0	0	0	2	0.9	d	35766848	40703730	0.45	10	0.878711803561983
2	2	2	0	0.9	d	989865	33740419	0.4	10	0.0293376617522148
0	0	0	1	0.9	d	4916610	15412865	6.65	10	0.318993905416027
1	0	0	0	0.9	d	17819	7848725	35.25	10	0.00227030504954626
0	2	0	0	0.9	d	18231	4439214	34.15	10	0.00410680809710908
0	0	1	0	0.9	d	19778	4339198	31.8	10	0.00455798513918932
0	0	2	0	0.9	d	30916	4171209	21.35	10	0.00741175999572306
2	0	0	0	0.9	d	16874	3443907	39.35	10	0.00489966773202645
0	1	0	0	0.9	d	7179	2995045	90.35	10	0.00239695897724408
2	2	0	0	0.9	d	31636	2797106	21.6	10	0.0113102613915955
1	2	0	0	0.9	d	12919	1571050	51.3	10	0.0082231628528691
2	2	2	1	0.9	d	1155080	2308530	10.25	10	0.500353038513686
2	2	1	0	0.9	d	19169	1411478	37.25	10	0.0135807997007392
2	0	2	0	0.9	d	18274	1392412	39.05	10	0.0131239891641267
0	2	2	0	0.9	d	16519	1328697	42.1	10	0.0124324808440149
1	2	2	0	0.9	d	17795	1316404	39.7	10	0.0135178866062394
1	0	2	0	0.9	d	13107	1106350	54.2	10	0.01184706467212
0	2	1	0	0.9	d	6637	626116	103.4	10	0.0106002721540417
2	0	1	0	0.9	d	6689	598464	104.4	10	0.011176946315902
1	0	1	0	0.9	d	5697	596252	115.25	10	0.00955468493187444
2	1	0	0	0.9	d	4897	547743	140.4	10	0.00894032420313906
1	1	0	0	0.9	d	3552	537271	179.85	10	0.00661118876693512
0	0	2	2	0.9	d	724215	755695	31.35	10	0.958342982287828
2	2	0	2	0.9	d	723647	754359	31.45	10	0.959287288943328
2	1	2	0	0.9	d	7107	505145	101.95	10	0.0140692276475072
1	2	1	0	0.9	d	5916	495757	119	10	0.011933265692668
0	1	2	0	0.9	d	4683	411881	149.5	10	0.0113697888467786
2	2	1	2	0.9	d	450648	470136	50.75	10	0.95854816478636
0	0	1	2	0.9	d	448353	467805	51.9	10	0.958418571840831
0	2	0	2	0.9	d	417429	435776	54.8	10	0.957898094433838
1	0	0	2	0.9	d	415562	433580	55.6	10	0.958443655150145
1	2	2	2	0.9	d	419781	437140	54.75	10	0.960289609736011
2	0	2	2	0.9	d	421876	439827	54.45	10	0.959186225493205
1	1	2	0	0.9	d	3799	289062	194.4	10	0.0131425092194754
0	2	2	2	0.9	d	385818	402578	60.25	10	0.958368316202078
2	0	0	2	0.9	d	383231	400116	59.25	10	0.957799738075958
0	1	1	0	0.9	d	2027	228431	304.4	10	0.00887357670368733
1	2	0	2	0.9	d	298037	311167	76.9	10	0.957804008779851
1	0	2	2	0.9	d	299714	312501	77.7	10	0.959081730938461
2	1	1	0	0.9	d	2237	184229	318.85	10	0.0121424965667729
1	1	1	0	0.9	d	1446	131688	480.35	10	0.0109804993621287
0	1	0	2	0.9	d	161477	168638	144.75	10	0.957536261103666
2	1	2	2	0.9	d	161368	168426	142.9	10	0.958094355978293
0	2	1	2	0.9	d	151845	158492	155.25	10	0.958060974686419
2	0	1	2	0.9	d	151970	158676	151.8	10	0.957737780130581
1	2	1	2	0.9	d	135303	140933	170.55	10	0.960051939574124
1	0	1	2	0.9	d	135488	141197	170.9	10	0.959567129613235
2	1	0	2	0.9	d	109940	114702	209.55	10	0.958483723038831
0	1	2	2	0.9	d	109331	114147	214.5	10	0.957808790419372
1	1	0	2	0.9	d	85023	88752	272.1	10	0.957984045429962
1	1	2	2	0.9	d	85039	88567	277.25	10	0.960165750222995
0	0	2	1	0.9	d	36148	72848	359.5	10	0.496211289259829
2	2	0	1	0.9	d	36114	72205	365.9	10	0.500159268748702
2	1	1	2	0.9	d	51787	53922	452.9	10	0.960405771299284
0	1	1	2	0.9	d	50964	53089	461.65	10	0.95997287573697
0	0	1	1	0.9	d	22971	45497	582.9	10	0.504890432336198
2	2	1	1	0.9	d	22357	45033	584.1	10	0.496458152910088
1	0	0	1	0.9	d	21089	42300	632.3	10	0.498557919621749
0	2	0	1	0.9	d	20735	41877	635.35	10	0.495140530601524
1	2	2	1	0.9	d	21181	42402	623.35	10	0.499528324135654
2	0	2	1	0.9	d	20786	41879	627.1	10	0.496334678478474
2	0	0	1	0.9	d	19510	38911	678.5	10	0.501400632211971
0	2	2	1	0.9	d	19333	39040	676.15	10	0.495210040983607
1	1	1	2	0.9	d	33361	34830	695.1	10	0.957823715188056
1	0	2	1	0.9	d	14809	29879	868.55	10	0.495632383948593
1	2	0	1	0.9	d	15020	30107	856.05	10	0.498887301956356
2	1	2	1	0.9	d	8117	16153	1128.8	10	0.502507274190553
0	2	1	1	0.9	d	7701	15404	1148.2	10	0.499935081796936
0	1	0	1	0.9	d	7938	16314	1120.75	10	0.486575947039353
2	0	1	1	0.9	d	7509	15212	1147.3	10	0.493623455166973
1	2	1	1	0.9	d	6666	13593	1164.8	10	0.490399470315604
1	0	1	1	0.9	d	6626	13435	1164.8	10	0.493189430591738
0	1	2	1	0.9	d	5545	10933	1164.8	10	0.507180096954175
2	1	0	1	0.9	d	5387	10910	1164.8	10	0.493767186067828
1	1	0	1	0.9	d	4383	8572	1164.8	10	0.511315912272515
1	1	2	1	0.9	d	4081	8342	1164.8	10	0.489211220330856
2	1	1	1	0.9	d	2643	5325	1164.8	10	0.496338028169014
0	1	1	1	0.9	d	2576	5284	1164.8	10	0.487509462528388
1	1	1	1	0.9	d	1670	3313	1164.8	10	0.504074856625415
0	0	0	0	0.9	v	6571934	674511967	0	10	0.00974324299868204
2	2	2	2	0.9	v	550053084	550345061	0	10	0.999469465575889
0	0	0	2	0.9	v	291468	40696252	0.4	10	0.00716203546213543
2	2	2	0	0.9	v	32863574	33728067	0.4	10	0.974368735688292
0	0	0	1	0.9	v	28230	15403235	5.65	10	0.00183273189041133
1	0	0	0	0.9	v	914796	7852841	30.65	10	0.116492362445642
0	2	0	0	0.9	v	948035	4436293	31.35	10	0.213699816490931
0	0	1	0	0.9	v	390249	4339395	28.9	10	0.0899316609803901
0	0	2	0	0.9	v	694055	4170046	18.6	10	0.166438211952578
2	0	0	0	0.9	v	897647	3445575	34.55	10	0.260521683608686
0	1	0	0	0.9	v	350798	2991914	79.75	10	0.117248690971732
2	2	0	0	0.9	v	1903144	2796902	19.55	10	0.680447151884478
1	2	0	0	0.9	v	728636	1571583	47	10	0.46363189217496
2	2	2	1	0.9	v	2275813	2303382	8.85	10	0.988031077780412
2	2	1	0	0.9	v	1105185	1414751	32.15	10	0.781186936782515
2	0	2	0	0.9	v	784336	1389404	35.5	10	0.564512553584127
0	2	2	0	0.9	v	678814	1331011	37.2	10	0.509998790393167
1	2	2	0	0.9	v	840034	1313804	36.35	10	0.639390654922652
1	0	2	0	0.9	v	463971	1106330	48.25	10	0.419378485623638
0	2	1	0	0.9	v	272765	626959	92.7	10	0.435060346848837
1	0	1	0	0.9	v	215449	596106	102.85	10	0.361427330038617
2	0	1	0	0.9	v	290984	599046	92.95	10	0.485745668946959
1	1	0	0	0.9	v	196947	537439	157.6	10	0.36645461159313
2	1	0	0	0.9	v	268888	548115	127.35	10	0.490568585059705
2	2	0	2	0.9	v	568614	759825	28	10	0.748348632908894
0	0	2	2	0.9	v	190252	752420	28.1	10	0.252853459504
1	2	1	0	0.9	v	283954	495438	107.85	10	0.57313730476871
2	1	2	0	0.9	v	331936	504200	91.4	10	0.658341927806426
0	1	2	0	0.9	v	164286	412579	129.2	10	0.39819283094874
0	0	1	2	0.9	v	90511	470436	44.95	10	0.192398115790458
2	2	1	2	0.9	v	380786	471097	46.1	10	0.80829638057555
2	0	2	2	0.9	v	260667	437806	49.15	10	0.595393850244172
1	0	0	2	0.9	v	145846	433094	48.95	10	0.336753683957755
1	2	2	2	0.9	v	291472	439281	49.55	10	0.663520616644016
0	2	0	2	0.9	v	175884	436709	49	10	0.402748741152575
1	1	2	0	0.9	v	152193	287280	172.2	10	0.529772347535505
2	0	0	2	0.9	v	183230	402984	53.6	10	0.454683064340023
0	2	2	2	0.9	v	221611	404018	53.85	10	0.548517640303155
0	1	1	0	0.9	v	78611	228533	277.4	10	0.343980956798362
1	2	0	2	0.9	v	170070	311307	69.85	10	0.546309591496497
1	0	2	2	0.9	v	142053	311986	69.75	10	0.455318507881764
2	1	1	0	0.9	v	109148	183963	282.4	10	0.593314960073493
1	1	1	0	0.9	v	61170	129684	432.55	10	0.471685018969187
0	1	0	2	0.9	v	54656	168831	125.85	10	0.323732016039708
2	1	2	2	0.9	v	114930	169060	126.15	10	0.679817816159943
2	0	1	2	0.9	v	83195	159260	136.65	10	0.522384779605676
0	2	1	2	0.9	v	75331	158930	135.05	10	0.473988548417542
1	0	1	2	0.9	v	56186	141529	156.8	10	0.396992842456316
1	2	1	2	0.9	v	84913	140862	150	10	0.602809842256961
2	1	0	2	0.9	v	65128	114904	190.55	10	0.566803592564228
0	1	2	2	0.9	v	49694	114106	190.65	10	0.435507335284735
1	1	2	2	0.9	v	49680	89376	236.8	10	0.555853920515575
1	1	0	2	0.9	v	39463	88433	243.55	10	0.446247441565931
0	0	2	1	0.9	v	18625	73791	311.9	10	0.252402054451085
2	2	0	1	0.9	v	54043	72767	320.55	10	0.742685558013935
0	1	1	2	0.9	v	20426	53500	397.6	10	0.381794392523365
2	1	1	2	0.9	v	32912	53057	402.7	10	0.620314001922461
2	2	1	1	0.9	v	36179	44681	512.1	10	0.809717777131219
0	2	0	1	0.9	v	16928	42457	546.15	10	0.398709282332713
1	0	0	1	0.9	v	14291	42345	554	10	0.337489668201677
2	0	2	1	0.9	v	25200	42371	542.45	10	0.594746406740459
0	0	1	1	0.9	v	8526	45030	511.35	10	0.189340439706862
1	2	2	1	0.9	v	27964	42136	548.75	10	0.663660527814695
0	2	2	1	0.9	v	21175	38796	595.05	10	0.545803691102176
2	0	0	1	0.9	v	17567	38572	599.1	10	0.455433993570466
1	1	1	2	0.9	v	16950	34124	641.2	10	0.496717852537803
1	0	2	1	0.9	v	13614	29629	770	10	0.45948226399811
1	2	0	1	0.9	v	16235	30038	763	10	0.540482056062321
0	2	1	1	0.9	v	7475	15746	988.25	10	0.474723739362378
0	1	0	1	0.9	v	5276	16177	977.4	10	0.326142053532793
2	1	2	1	0.9	v	10611	15884	985.15	10	0.668030722739864
1	2	1	1	0.9	v	8074	13541	1021.5	10	0.596263200649878
2	0	1	1	0.9	v	8092	15233	1012.55	10	0.531215125057441
1	0	1	1	0.9	v	5610	13691	1021.5	10	0.409758235337083
0	1	2	1	0.9	v	4794	10941	1021.5	10	0.438168357554154
2	1	0	1	0.9	v	6337	11227	1021.5	10	0.564442860960185
1	1	2	1	0.9	v	4722	8586	1021.5	10	0.549965059399022
1	1	0	1	0.9	v	4006	8766	1021.5	10	0.4569929272188
2	1	1	1	0.9	v	2930	4955	1021.5	10	0.591321897073663
0	1	1	1	0.9	v	2107	5055	1021.5	10	0.416815034619189
1	1	1	1	0.9	v	1642	3261	1021.5	10	0.503526525605642
0	0	0	0	0.9913793103	a	5331249	673313534	0	10	0.00791792936097435
2	2	2	2	0.9913793103	a	550206108	550330996	0	10	0.999773067479557
0	0	0	2	0.9913793103	a	123606	40699351	0.45	10	0.00303705088565171
2	2	2	0	0.9913793103	a	33356946	33724909	0.4	10	0.989089281160106
0	0	0	1	0.9913793103	a	11737	15418441	6.65	10	0.000761231307367587
1	0	0	0	0.9913793103	a	154292	7846422	35.8	10	0.0196639946207329
0	2	0	0	0.9913793103	a	160682	4437451	36.1	10	0.0362104280137403
0	0	1	0	0.9913793103	a	1699146	4337629	32.95	10	0.391722298057303
0	0	2	0	0.9913793103	a	3323453	4173534	21.55	10	0.796316263387336
2	0	0	0	0.9913793103	a	152471	3448308	40.75	10	0.0442161779052219
0	1	0	0	0.9913793103	a	59672	2989482	92.55	10	0.0199606487010124
2	2	0	0	0.9913793103	a	338841	2797108	22.2	10	0.121139762926566
1	2	0	0	0.9913793103	a	124034	1571669	51.8	10	0.0789186527188613
2	2	2	1	0.9913793103	a	2297143	2308907	10.15	10	0.994904948531924
2	2	1	0	0.9913793103	a	733142	1412022	36.55	10	0.519214289862339
2	0	2	0	0.9913793103	a	1241923	1389229	40.2	10	0.893965645692683
0	2	2	0	0.9913793103	a	1179471	1332725	43.05	10	0.885007034459472
1	2	2	0	0.9913793103	a	1191714	1315697	40.45	10	0.905766297255371
1	0	2	0	0.9913793103	a	965212	1108380	56.1	10	0.870831303343619
0	2	1	0	0.9913793103	a	305550	626809	108.25	10	0.487469069525166
2	0	1	0	0.9913793103	a	295508	599972	110.15	10	0.492536318361524
1	0	1	0	0.9913793103	a	286686	594645	122.2	10	0.482112857250965
2	1	0	0	0.9913793103	a	45427	548146	147.15	10	0.0828739058571986
1	1	0	0	0.9913793103	a	33290	536603	189.7	10	0.0620384157375192
2	2	0	2	0.9913793103	a	111495	756967	32.6	10	0.14729175776487
0	0	2	2	0.9913793103	a	642240	753198	32.6	10	0.852684154764086
1	2	1	0	0.9913793103	a	246637	494422	124.75	10	0.498839048424221
2	1	2	0	0.9913793103	a	458828	505127	107.15	10	0.9083418625415
0	1	2	0	0.9913793103	a	356564	410889	152.5	10	0.867786677180455
0	0	1	2	0.9913793103	a	222404	469171	53	10	0.474036119026965
2	2	1	2	0.9913793103	a	248127	470203	52.25	10	0.527701864939186
2	0	2	2	0.9913793103	a	397924	438310	56.7	10	0.907859733978235
