v	c	a	d	time	branch	n_der	n_tot	time_elapsed	iter	p
1	0	0	2	0.9913793103	a	36039	435445	56.7	10	0.0827636096407124
1	2	2	2	0.9913793103	a	401102	436941	57	10	0.917977484374321
0	2	0	2	0.9913793103	a	39570	434335	57.15	10	0.0911047923837591
1	1	2	0	0.9913793103	a	254432	286899	205.05	10	0.88683473975162
2	0	0	2	0.9913793103	a	39407	401720	62.5	10	0.0980956885392811
0	2	2	2	0.9913793103	a	363133	402660	62.25	10	0.901835295286346
0	1	1	0	0.9913793103	a	109988	228887	320.8	10	0.48053406265974
1	2	0	2	0.9913793103	a	34844	311878	79.8	10	0.111723173805142
1	0	2	2	0.9913793103	a	277514	312585	78.45	10	0.887803317497641
2	1	1	0	0.9913793103	a	92155	183661	332.15	10	0.501766842171174
1	1	1	0	0.9913793103	a	64376	130972	500.55	10	0.491524906086797
0	1	0	2	0.9913793103	a	13667	168096	149.4	10	0.0813047306301161
2	1	2	2	0.9913793103	a	155215	169010	149.7	10	0.918377610792261
2	0	1	2	0.9913793103	a	80352	160127	155.25	10	0.501801694904669
0	2	1	2	0.9913793103	a	78724	158566	160.15	10	0.496474654087257
1	0	1	2	0.9913793103	a	69010	140493	181.1	10	0.491198849764757
1	2	1	2	0.9913793103	a	72017	141285	177.75	10	0.509728562833988
2	1	0	2	0.9913793103	a	12961	113802	218.25	10	0.113890792780443
0	1	2	2	0.9913793103	a	101158	114042	219.2	10	0.887024078848144
1	1	0	2	0.9913793103	a	8715	87981	288.05	10	0.0990554778872711
1	1	2	2	0.9913793103	a	79310	87999	286.5	10	0.901260241593654
2	2	0	1	0.9913793103	a	10788	72689	380.35	10	0.148413102395135
0	0	2	1	0.9913793103	a	61469	72589	373.95	10	0.846808745126672
2	1	1	2	0.9913793103	a	27363	53597	465.45	10	0.510532305912644
0	1	1	2	0.9913793103	a	26261	53298	471.7	10	0.49272017711734
2	2	1	1	0.9913793103	a	23857	45295	607	10	0.526702726570262
1	0	0	1	0.9913793103	a	3411	42229	647.65	10	0.0807738757725733
0	2	0	1	0.9913793103	a	3910	42082	653.45	10	0.0929138348937788
0	0	1	1	0.9913793103	a	21259	45381	595.75	10	0.468455961746105
2	0	0	1	0.9913793103	a	3779	38948	701.4	10	0.0970268049707302
2	0	2	1	0.9913793103	a	37808	41740	646.8	10	0.905797795879252
1	2	2	1	0.9913793103	a	38307	41715	641	10	0.918302768788206
0	2	2	1	0.9913793103	a	35078	38715	697.4	10	0.906057083817642
1	1	1	2	0.9913793103	a	17299	34754	722.5	10	0.497755654025436
1	0	2	1	0.9913793103	a	26430	29877	889.45	10	0.884626970579375
1	2	0	1	0.9913793103	a	3367	30076	896.65	10	0.111949727357361
0	1	0	1	0.9913793103	a	1390	16588	1139.15	10	0.0837955148299976
2	1	2	1	0.9913793103	a	14736	16086	1159.25	10	0.916076091010817
2	0	1	1	0.9913793103	a	7792	15450	1187.55	10	0.504336569579288
0	2	1	1	0.9913793103	a	7731	15375	1185.5	10	0.502829268292683
1	0	1	1	0.9913793103	a	6652	13778	1204.7	10	0.482798664537669
1	2	1	1	0.9913793103	a	7071	13811	1204.7	10	0.51198320179567
0	1	2	1	0.9913793103	a	9767	11066	1204.7	10	0.882613410446412
2	1	0	1	0.9913793103	a	1313	11094	1204.7	10	0.118352262484226
1	1	0	1	0.9913793103	a	788	8367	1204.7	10	0.0941795147603681
1	1	2	1	0.9913793103	a	7531	8320	1204.7	10	0.905168269230769
2	1	1	1	0.9913793103	a	2500	5037	1204.7	10	0.496327178876315
0	1	1	1	0.9913793103	a	2559	5066	1204.7	10	0.505132254243979
1	1	1	1	0.9913793103	a	1679	3297	1204.7	10	0.509250834091598
0	0	0	0	0.9913793103	d	10757816	678353701	0	10	0.0158587120319994
2	2	2	2	0.9913793103	d	549159803	550362521	0	10	0.997814680407716
0	0	0	2	0.9913793103	d	34819625	40695872	0.4	10	0.855605821642057
2	2	2	0	0.9913793103	d	1200198	33725582	0.4	10	0.0355871694074842
0	0	0	1	0.9913793103	d	4584523	15411818	5.6	10	0.297468020969363
1	0	0	0	0.9913793103	d	22058	7848631	31.05	10	0.00281042642978119
0	2	0	0	0.9913793103	d	22236	4440253	32.15	10	0.00500782275244226
0	0	1	0	0.9913793103	d	23824	4338440	29.5	10	0.00549137477987479
0	0	2	0	0.9913793103	d	38214	4170648	18.9	10	0.00916260494772035
2	0	0	0	0.9913793103	d	20290	3444504	36.2	10	0.00589054331189628
0	1	0	0	0.9913793103	d	8527	2994249	82.75	10	0.00284779255165486
2	2	0	0	0.9913793103	d	38572	2800995	19.75	10	0.0137708207262062
1	2	0	0	0.9913793103	d	15653	1570392	49.3	10	0.00996757497491072
2	2	2	1	0.9913793103	d	1157838	2307545	8.9	10	0.501761829130093
2	2	1	0	0.9913793103	d	23530	1413243	33.2	10	0.0166496490695514
2	0	2	0	0.9913793103	d	22206	1390455	36.2	10	0.0159703118763283
0	2	2	0	0.9913793103	d	20147	1328716	39.65	10	0.0151627586331466
1	2	2	0	0.9913793103	d	21549	1315277	37.25	10	0.0163836210927432
1	0	2	0	0.9913793103	d	15622	1107219	49.6	10	0.0141092231979401
0	2	1	0	0.9913793103	d	7985	628640	96.5	10	0.0127020234156274
1	0	1	0	0.9913793103	d	7033	597735	107	10	0.0117660836323789
2	0	1	0	0.9913793103	d	7975	601237	92.1	10	0.0132643200601427
2	1	0	0	0.9913793103	d	5769	548397	133.1	10	0.0105197512021401
1	1	0	0	0.9913793103	d	4330	538325	164.25	10	0.00804346816514188
0	0	2	2	0.9913793103	d	717390	755961	28.75	10	0.948977526618437
2	2	0	2	0.9913793103	d	716452	754277	29	10	0.949852640343004
1	2	1	0	0.9913793103	d	6865	495513	109.65	10	0.0138543287461681
2	1	2	0	0.9913793103	d	8626	504878	95.15	10	0.017085315660417
0	1	2	0	0.9913793103	d	5553	412125	137.2	10	0.0134740673339399
0	0	1	2	0.9913793103	d	445046	468319	46.75	10	0.950305240658611
2	2	1	2	0.9913793103	d	448185	471709	46.55	10	0.950130270993345
0	2	0	2	0.9913793103	d	414654	436717	49.6	10	0.949479869114323
1	0	0	2	0.9913793103	d	410851	432309	50.7	10	0.950364207083359
2	0	2	2	0.9913793103	d	416618	438578	50.15	10	0.949929089010393
1	2	2	2	0.9913793103	d	414749	436234	49.05	10	0.950748909988676
1	1	2	0	0.9913793103	d	4373	287505	177.1	10	0.0152101702579086
0	2	2	2	0.9913793103	d	384819	404647	53.55	10	0.950999266026932
2	0	0	2	0.9913793103	d	379608	399769	55.2	10	0.949568375736988
0	1	1	0	0.9913793103	d	2598	227996	290.05	10	0.0113949367532764
1	0	2	2	0.9913793103	d	295994	311596	70.3	10	0.94992875389928
1	2	0	2	0.9913793103	d	295931	311511	70.45	10	0.949985714790168
2	1	1	0	0.9913793103	d	2560	183748	286.7	10	0.0139321244312863
1	1	1	0	0.9913793103	d	1749	130119	449.15	10	0.0134415419731169
0	1	0	2	0.9913793103	d	160199	168854	131.1	10	0.948742700794769
2	0	1	2	0.9913793103	d	152045	160013	140.55	10	0.950204045921269
2	1	2	2	0.9913793103	d	160133	168404	131.15	10	0.950885964703926
0	2	1	2	0.9913793103	d	151484	159386	138.5	10	0.950422245366594
1	0	1	2	0.9913793103	d	134347	141427	157.85	10	0.949938837704257
1	2	1	2	0.9913793103	d	134595	141825	157.3	10	0.949021681649921
2	1	0	2	0.9913793103	d	107996	113640	197.9	10	0.950334389299542
0	1	2	2	0.9913793103	d	108240	114031	195.05	10	0.949215564188686
1	1	2	2	0.9913793103	d	84744	89060	248.05	10	0.951538288794071
1	1	0	2	0.9913793103	d	83869	88287	251	10	0.949958657560003
0	0	2	1	0.9913793103	d	36147	72964	334.95	10	0.495408694698756
2	2	0	1	0.9913793103	d	35731	71464	342.8	10	0.499986006940558
0	1	1	2	0.9913793103	d	50489	53145	420.25	10	0.950023520556967
2	1	1	2	0.9913793103	d	50567	53244	425.25	10	0.949722034407633
0	0	1	1	0.9913793103	d	22658	45785	541.35	10	0.494878235229879
2	2	1	1	0.9913793103	d	22762	45166	538.7	10	0.503963158127795
0	2	0	1	0.9913793103	d	21108	42391	571.45	10	0.497935882616593
1	0	0	1	0.9913793103	d	20852	41997	578.75	10	0.496511655594447
2	0	2	1	0.9913793103	d	20736	41664	579.95	10	0.497695852534562
1	2	2	1	0.9913793103	d	20635	41117	588.95	10	0.501860544300411
0	2	2	1	0.9913793103	d	19155	38776	611.85	10	0.493991128533113
2	0	0	1	0.9913793103	d	19497	38638	626.6	10	0.504606863709302
1	1	1	2	0.9913793103	d	32451	34162	658.6	10	0.949915110356537
1	0	2	1	0.9913793103	d	14683	29924	796.3	10	0.49067638016308
1	2	0	1	0.9913793103	d	15203	30376	782.6	10	0.500493810903345
2	1	2	1	0.9913793103	d	8206	16477	1031.85	10	0.498027553559507
0	1	0	1	0.9913793103	d	8182	16501	1014.05	10	0.495848736440216
0	2	1	1	0.9913793103	d	7756	15464	1057.45	10	0.501551991722711
2	0	1	1	0.9913793103	d	7852	15543	1054.1	10	0.505179180338416
1	2	1	1	0.9913793103	d	6862	13577	1075.2	10	0.505413567061943
1	0	1	1	0.9913793103	d	6755	13743	1075.2	10	0.491522957141818
0	1	2	1	0.9913793103	d	5605	11155	1075.2	10	0.502465262214254
2	1	0	1	0.9913793103	d	5567	11090	1075.2	10	0.501983769161407
1	1	2	1	0.9913793103	d	4221	8619	1075.2	10	0.489731987469544
1	1	0	1	0.9913793103	d	4329	8455	1075.2	10	0.512004730928445
0	1	1	1	0.9913793103	d	2793	5351	1075.2	10	0.521958512427584
2	1	1	1	0.9913793103	d	2580	5312	1075.2	10	0.485692771084337
1	1	1	1	0.9913793103	d	1738	3395	1075.2	10	0.511929307805596
0	0	0	0	0.9913793103	v	7248916	675130471	0	10	0.0107370594446181
2	2	2	2	0.9913793103	v	550007288	550365706	0	10	0.999348763928979
0	0	0	2	0.9913793103	v	357820	40710345	0.4	10	0.00878941212608245
2	2	2	0	0.9913793103	v	32655689	33720552	0.4	10	0.968420949929882
0	0	0	1	0.9913793103	v	34878	15402465	6.1	10	0.00226444273692555
1	0	0	0	0.9913793103	v	810534	7849239	33.75	10	0.103262749420676
0	2	0	0	0.9913793103	v	839989	4435178	34.85	10	0.189392398681631
0	0	1	0	0.9913793103	v	481727	4339138	32.15	10	0.111019054936718
0	0	2	0	0.9913793103	v	849100	4169836	20.45	10	0.203629111552589
2	0	0	0	0.9913793103	v	796653	3451714	37.4	10	0.230799249300492
0	1	0	0	0.9913793103	v	312086	2995160	89.05	10	0.104196770790208
2	2	0	0	0.9913793103	v	1713305	2798346	21.4	10	0.61225631140681
1	2	0	0	0.9913793103	v	644614	1571662	50.6	10	0.410147983472273
2	2	2	1	0.9913793103	v	2272258	2306170	9.65	10	0.985295099667414
2	2	1	0	0.9913793103	v	1034817	1413808	35.7	10	0.731936019600964
2	0	2	0	0.9913793103	v	789538	1391472	38.55	10	0.567412064346246
0	2	2	0	0.9913793103	v	695517	1331705	42.35	10	0.522275579050916
1	2	2	0	0.9913793103	v	832061	1319357	39.15	10	0.630656448557896
1	0	2	0	0.9913793103	v	493836	1106069	54.05	10	0.446478474670206
0	2	1	0	0.9913793103	v	271681	628487	106.1	10	0.432277835500177
1	0	1	0	0.9913793103	v	222597	596683	114.65	10	0.373057385579948
2	0	1	0	0.9913793103	v	283627	597979	104.1	10	0.474309298487071
1	1	0	0	0.9913793103	v	174208	536849	181.85	10	0.324500930429227
2	1	0	0	0.9913793103	v	237618	547742	143.6	10	0.433813729821704
2	2	0	2	0.9913793103	v	523847	756354	31.3	10	0.692595001811321
0	0	2	2	0.9913793103	v	231773	753239	31.4	10	0.307701805137546
2	1	2	0	0.9913793103	v	325574	503752	101.25	10	0.64629817846877
1	2	1	0	0.9913793103	v	270494	496973	120.35	10	0.544283089825805
0	1	2	0	0.9913793103	v	175610	411029	148.6	10	0.427244792946483
0	0	1	2	0.9913793103	v	111090	469100	50	10	0.236815178000426
2	2	1	2	0.9913793103	v	359708	470752	50.65	10	0.764113588471212
0	2	0	2	0.9913793103	v	172713	436391	54.45	10	0.395775806558797
1	2	2	2	0.9913793103	v	288004	436490	53.9	10	0.659818094343513
2	0	2	2	0.9913793103	v	264671	436315	54.25	10	0.606605319551242
1	0	0	2	0.9913793103	v	147442	434826	55.35	10	0.339082759540598
1	1	2	0	0.9913793103	v	154196	287708	193.9	10	0.535946167642193
0	2	2	2	0.9913793103	v	228781	405177	57.1	10	0.564644587427223
2	0	0	2	0.9913793103	v	175537	401896	60.15	10	0.436772199773076
0	1	1	0	0.9913793103	v	81858	227779	304.75	10	0.359374657014036
1	0	2	2	0.9913793103	v	153687	312840	76.25	10	0.4912639048715
1	2	0	2	0.9913793103	v	159100	311351	77.85	10	0.510998840536886
2	1	1	0	0.9913793103	v	102523	183169	320.35	10	0.559718074565019
1	1	1	0	0.9913793103	v	60290	130356	488.3	10	0.462502684955046
0	1	0	2	0.9913793103	v	55191	168654	141.45	10	0.327243943221032
2	1	2	2	0.9913793103	v	113484	169078	141.55	10	0.671193177113522
2	0	1	2	0.9913793103	v	83170	159984	154.9	10	0.519864486448645
0	2	1	2	0.9913793103	v	75944	159112	150.1	10	0.47729900950274
1	2	1	2	0.9913793103	v	82525	141717	167.25	10	0.582322516000198
1	0	1	2	0.9913793103	v	59560	140588	175.15	10	0.423649244601246
0	1	2	2	0.9913793103	v	53906	113942	212.3	10	0.473100349300521
2	1	0	2	0.9913793103	v	60022	113260	210.9	10	0.529948790393784
1	1	0	2	0.9913793103	v	38327	88088	273.05	10	0.435098991917174
1	1	2	2	0.9913793103	v	50800	88741	276.25	10	0.572452417709965
0	0	2	1	0.9913793103	v	22390	72880	363.1	10	0.307217343578485
2	2	0	1	0.9913793103	v	50090	72156	359.8	10	0.694190365319585
0	1	1	2	0.9913793103	v	21524	53363	454.25	10	0.403350636208609
0	0	1	1	0.9913793103	v	10699	45412	580.35	10	0.235598520214921
2	1	1	2	0.9913793103	v	31903	53383	454.2	10	0.597624711986962
2	2	1	1	0.9913793103	v	34351	44939	574	10	0.764391731013151
1	2	2	1	0.9913793103	v	27611	42085	632.2	10	0.656076987050018
1	0	0	1	0.9913793103	v	14529	42765	610.55	10	0.339740441950193
0	2	0	1	0.9913793103	v	16708	42224	625.45	10	0.395699128457749
2	0	2	1	0.9913793103	v	25014	41601	635.25	10	0.601283622989832
2	0	0	1	0.9913793103	v	16787	38655	679.1	10	0.434277583753719
0	2	2	1	0.9913793103	v	21586	38460	679.65	10	0.561258450338013
1	1	1	2	0.9913793103	v	17306	34291	701.9	10	0.504680528418536
1	0	2	1	0.9913793103	v	14518	29604	862.25	10	0.490406701797054
1	2	0	1	0.9913793103	v	15360	30010	854.3	10	0.511829390203266
0	1	0	1	0.9913793103	v	5339	16271	1102.1	10	0.328129801487309
2	1	2	1	0.9913793103	v	10952	16517	1100.85	10	0.663074408185506
2	0	1	1	0.9913793103	v	7800	15224	1138.7	10	0.512348922753547
0	2	1	1	0.9913793103	v	7327	15187	1137.7	10	0.482452097188385
1	0	1	1	0.9913793103	v	5702	13722	1153.45	10	0.415537093718117
1	2	1	1	0.9913793103	v	8039	13741	1153.5	10	0.585037479077214
0	1	2	1	0.9913793103	v	5039	10845	1153.5	10	0.464638082065468
2	1	0	1	0.9913793103	v	5682	10785	1153.5	10	0.526842837273992
1	1	0	1	0.9913793103	v	3597	8572	1153.5	10	0.41962202519832
1	1	2	1	0.9913793103	v	4800	8427	1153.5	10	0.569597721609114
0	1	1	1	0.9913793103	v	2049	5019	1153.5	10	0.40824865511058
2	1	1	1	0.9913793103	v	2884	4995	1153.5	10	0.577377377377377
1	1	1	1	0.9913793103	v	1760	3505	1153.5	10	0.502139800285307
0	0	0	0	1.1637931034	a	8474694	676321291	0	10	0.0125305740226948
2	2	2	2	1.1637931034	a	549757767	550268373	0	10	0.999072078234814
0	0	0	2	1.1637931034	a	507446	40702821	0.5	10	0.0124670965680733
2	2	2	0	1.1637931034	a	32220411	33726037	0.5	10	0.955357162183034
0	0	0	1	1.1637931034	a	49624	15408148	6.25	10	0.00322063365434963
1	0	0	0	1.1637931034	a	632221	7847187	36	10	0.0805665775519304
0	2	0	0	1.1637931034	a	655631	4436364	36.3	10	0.147785664115929
0	0	1	0	1.1637931034	a	682603	4335650	33.5	10	0.157439599598676
0	0	2	0	1.1637931034	a	1189754	4168321	21.55	10	0.285427633812271
2	0	0	0	1.1637931034	a	617433	3442835	40.2	10	0.179338539314257
0	1	0	0	1.1637931034	a	244977	2994952	92.4	10	0.0817966364736396
2	2	0	0	1.1637931034	a	1332595	2797352	22.55	10	0.476377302534683
1	2	0	0	1.1637931034	a	499258	1569905	53.7	10	0.318017969240177
2	2	2	1	1.1637931034	a	2258701	2307629	9.95	10	0.978797285005519
2	2	1	0	1.1637931034	a	883307	1412600	38.5	10	0.625305819057058
2	0	2	0	1.1637931034	a	798999	1387498	40.2	10	0.575855965197788
0	2	2	0	1.1637931034	a	724301	1328721	44.2	10	0.545111426702822
1	2	2	0	1.1637931034	a	817269	1314577	40.65	10	0.621697321647952
1	0	2	0	1.1637931034	a	543564	1107221	55.3	10	0.490926382357271
0	2	1	0	1.1637931034	a	264794	629229	107.35	10	0.420822943634194
2	0	1	0	1.1637931034	a	269742	601183	106	10	0.448685342067224
1	0	1	0	1.1637931034	a	227131	595595	120.35	10	0.381351421687556
1	1	0	0	1.1637931034	a	135452	538557	192.45	10	0.251509125310784
2	1	0	0	1.1637931034	a	184491	549188	148.25	10	0.335934142770782
2	2	0	2	1.1637931034	a	434767	757055	32.7	10	0.574287205024734
0	0	2	2	1.1637931034	a	322077	752212	31.75	10	0.428173174583761
2	1	2	0	1.1637931034	a	318196	503281	107.7	10	0.632243219990423
1	2	1	0	1.1637931034	a	245740	495899	128.8	10	0.495544455625037
0	1	2	0	1.1637931034	a	197913	412873	152.15	10	0.47935563720563
2	2	1	2	1.1637931034	a	313528	469878	52.25	10	0.667254053179762
0	0	1	2	1.1637931034	a	156190	468494	53.9	10	0.333387407309379
1	2	2	2	1.1637931034	a	291552	437858	56.45	10	0.665859707941844
0	2	0	2	1.1637931034	a	161394	435239	56.8	10	0.37081695344397
1	0	0	2	1.1637931034	a	145597	434006	57.45	10	0.335472320659161
2	0	2	2	1.1637931034	a	275362	436430	56.35	10	0.630941960910112
1	1	2	0	1.1637931034	a	159923	287543	201.7	10	0.556170729247452
2	0	0	2	1.1637931034	a	158619	400831	61.75	10	0.395725380521966
0	2	2	2	1.1637931034	a	243181	401826	62.3	10	0.605189808524088
0	1	1	0	1.1637931034	a	84447	227813	330.8	10	0.370685606176996
1	0	2	2	1.1637931034	a	173561	312530	79.35	10	0.555341887178831
1	2	0	2	1.1637931034	a	138637	311526	78.75	10	0.445025455339201
2	1	1	0	1.1637931034	a	92686	183173	336.95	10	0.506002522205784
1	1	1	0	1.1637931034	a	57861	130537	507.5	10	0.443253636899883
2	1	2	2	1.1637931034	a	114879	170632	145.75	10	0.67325589572882
0	1	0	2	1.1637931034	a	54864	167949	151.4	10	0.326670596431059
2	0	1	2	1.1637931034	a	81778	159867	157.9	10	0.511537715726197
0	2	1	2	1.1637931034	a	77808	159585	156.6	10	0.487564620735031
1	0	1	2	1.1637931034	a	63824	141377	179.35	10	0.451445426059401
1	2	1	2	1.1637931034	a	78082	140707	177.6	10	0.554926194148123
0	1	2	2	1.1637931034	a	62586	114593	222.1	10	0.546159014948557
2	1	0	2	1.1637931034	a	52688	114892	222.4	10	0.458587194930892
1	1	2	2	1.1637931034	a	54078	88851	290.7	10	0.608636931492048
1	1	0	2	1.1637931034	a	35209	88922	288.6	10	0.395953757225434
0	0	2	1	1.1637931034	a	31149	73322	370.7	10	0.424824745642508
2	2	0	1	1.1637931034	a	41106	72097	377.1	10	0.570148549870314
2	1	1	2	1.1637931034	a	29267	52399	485.7	10	0.558541193534228
0	1	1	2	1.1637931034	a	23426	53172	477.7	10	0.440570224930414
0	0	1	1	1.1637931034	a	14779	45435	601.75	10	0.325277869483878
2	2	1	1	1.1637931034	a	30240	45205	593.2	10	0.668952549496737
1	0	0	1	1.1637931034	a	14187	42007	643.95	10	0.33772942604804
1	2	2	1	1.1637931034	a	27402	41656	658.75	10	0.657816400998656
2	0	2	1	1.1637931034	a	26118	41495	666.1	10	0.629425231955657
0	2	0	1	1.1637931034	a	15030	41257	657.5	10	0.364301815449499
0	2	2	1	1.1637931034	a	23031	38093	735.55	10	0.604599270207125
2	0	0	1	1.1637931034	a	15557	39078	697.75	10	0.398101233430575
1	2	0	1	1.1637931034	a	13432	30379	898.35	10	0.44214753612693
1	0	2	1	1.1637931034	a	16865	30147	892.3	10	0.559425481805818
1	1	1	2	1.1637931034	a	17008	34154	746.25	10	0.497979738830005
2	1	2	1	1.1637931034	a	10984	16343	1154.3	10	0.672092027167595
0	1	0	1	1.1637931034	a	5392	16590	1154.35	10	0.325015069318867
2	0	1	1	1.1637931034	a	7766	15398	1189.8	10	0.504351214443434
0	2	1	1	1.1637931034	a	7399	15317	1197.95	10	0.483058040086179
1	0	1	1	1.1637931034	a	6046	13686	1211.2	10	0.44176530761362
1	2	1	1	1.1637931034	a	7493	13648	1211.2	10	0.54901817116061
0	1	2	1	1.1637931034	a	5983	10985	1211.2	10	0.544651797906236
2	1	0	1	1.1637931034	a	5017	10959	1211.2	10	0.457797244274113
1	1	0	1	1.1637931034	a	3476	8722	1211.2	10	0.39853244668654
1	1	2	1	1.1637931034	a	5119	8589	1211.2	10	0.595994877168471
2	1	1	1	1.1637931034	a	2929	5104	1211.2	10	0.573863636363636
0	1	1	1	1.1637931034	a	2228	5120	1211.2	10	0.43515625
1	1	1	1	1.1637931034	a	1709	3383	1211.2	10	0.505172923440733
0	0	0	0	1.1637931034	d	13163994	680579322	0	10	0.0193423361164064
2	2	2	2	1.1637931034	d	548693999	550336862	0	10	0.997014804725183
0	0	0	2	1.1637931034	d	32993072	40703941	0.5	10	0.810562102573802
2	2	2	0	1.1637931034	d	1642295	33746617	0.5	10	0.0486654706751791
0	0	0	1	1.1637931034	d	4019901	15404494	5.95	10	0.260956380650997
1	0	0	0	1.1637931034	d	29701	7850502	33.2	10	0.00378332493896569
0	2	0	0	1.1637931034	d	30035	4437670	34.45	10	0.00676819141576548
0	0	1	0	1.1637931034	d	32273	4337872	30.75	10	0.00743982302843422
0	0	2	0	1.1637931034	d	51887	4172765	20.05	10	0.0124346806014717
2	0	0	0	1.1637931034	d	27944	3447703	36.1	10	0.00810510650134307
0	1	0	0	1.1637931034	d	11514	2995536	87.5	10	0.00384371945454837
2	2	0	0	1.1637931034	d	51944	2798587	21.4	10	0.0185607951441209
1	2	0	0	1.1637931034	d	20873	1568850	48.8	10	0.013304649902795
2	2	2	1	1.1637931034	d	1156091	2309018	9.8	10	0.500685139743389
2	2	1	0	1.1637931034	d	31748	1412868	35.8	10	0.0224706058881651
2	0	2	0	1.1637931034	d	30087	1390328	37.7	10	0.021640217272471
0	2	2	0	1.1637931034	d	27832	1331007	39.7	10	0.0209104835662021
1	2	2	0	1.1637931034	d	29649	1314898	37.6	10	0.0225485170712861
1	0	2	0	1.1637931034	d	20856	1103786	53.05	10	0.0188949669591751
0	2	1	0	1.1637931034	d	10910	626058	100.65	10	0.0174265004200889
2	0	1	0	1.1637931034	d	11346	598479	100.55	10	0.0189580586787506
1	0	1	0	1.1637931034	d	9771	594293	111.6	10	0.0164413849734054
2	1	0	0	1.1637931034	d	7699	548233	137.6	10	0.0140432991082259
1	1	0	0	1.1637931034	d	6228	537289	175.4	10	0.0115915270924958
2	2	0	2	1.1637931034	d	704734	756587	29.85	10	0.931464590324708
0	0	2	2	1.1637931034	d	702593	754285	31	10	0.93146887449704
2	1	2	0	1.1637931034	d	11556	505076	100.25	10	0.0228797250314804
1	2	1	0	1.1637931034	d	9693	494924	116.8	10	0.0195848251448707
0	1	2	0	1.1637931034	d	7956	411947	145	10	0.0193131640720772
0	0	1	2	1.1637931034	d	435767	468241	50.45	10	0.930646825032408
2	2	1	2	1.1637931034	d	439763	471421	48.65	10	0.932845588126112
0	2	0	2	1.1637931034	d	405292	435102	53.5	10	0.931487329407817
1	2	2	2	1.1637931034	d	406567	435623	53.2	10	0.933300124189953
1	0	0	2	1.1637931034	d	404682	434931	53.1	10	0.930451037061051
2	0	2	2	1.1637931034	d	406315	436324	54	10	0.931223127767439
1	1	2	0	1.1637931034	d	6040	287565	186.3	10	0.0210039469337367
0	2	2	2	1.1637931034	d	376375	404037	58.4	10	0.931535973190574
2	0	0	2	1.1637931034	d	373734	401561	56.65	10	0.930702931808617
0	1	1	0	1.1637931034	d	3754	228311	301.9	10	0.0164424841553845
1	0	2	2	1.1637931034	d	290492	311345	73.3	10	0.933022852462702
1	2	0	2	1.1637931034	d	288743	309353	74.45	10	0.933377080551991
2	1	1	0	1.1637931034	d	3586	183749	309.5	10	0.0195157524666801
1	1	1	0	1.1637931034	d	2361	131541	470.25	10	0.0179487764271216
0	1	0	2	1.1637931034	d	156356	167923	139.4	10	0.931117238258011
2	1	2	2	1.1637931034	d	158425	169888	136.4	10	0.932526134865323
2	0	1	2	1.1637931034	d	147402	158125	145.8	10	0.932186561264822
0	2	1	2	1.1637931034	d	147595	158787	146.75	10	0.929515640449155
1	2	1	2	1.1637931034	d	130814	140851	165.85	10	0.928740300033369
1	0	1	2	1.1637931034	d	131397	141093	166.4	10	0.931279368926878
0	1	2	2	1.1637931034	d	106791	114515	203.15	10	0.932550320918657
2	1	0	2	1.1637931034	d	106261	114045	205.55	10	0.931746240519093
1	1	2	2	1.1637931034	d	82322	88431	261.25	10	0.930917890784906
1	1	0	2	1.1637931034	d	81751	87650	264.25	10	0.932698231602966
2	2	0	1	1.1637931034	d	36056	72635	354.3	10	0.496399807255455
0	0	2	1	1.1637931034	d	36040	72282	355.05	10	0.498602695000138
0	1	1	2	1.1637931034	d	49318	53068	437.85	10	0.929335946333007
0	0	1	1	1.1637931034	d	22616	45626	562.45	10	0.49568228641564
2	1	1	2	1.1637931034	d	49537	53239	451.55	10	0.930464509100471
2	2	1	1	1.1637931034	d	22020	44894	565.2	10	0.490488706731412
1	2	2	1	1.1637931034	d	21126	41892	608.35	10	0.504296763105127
0	2	0	1	1.1637931034	d	21020	42228	605.4	10	0.497773988822582
2	0	2	1	1.1637931034	d	20623	41423	602.45	10	0.497863505781812
1	0	0	1	1.1637931034	d	20983	42240	599.05	10	0.496756628787879
2	0	0	1	1.1637931034	d	19456	39163	650.95	10	0.496795444679927
0	2	2	1	1.1637931034	d	19415	38908	645.7	10	0.498997635447723
1	2	0	1	1.1637931034	d	15118	30070	833.05	10	0.502760226139009
1	1	1	2	1.1637931034	d	32408	34749	675.45	10	0.932631154853377
1	0	2	1	1.1637931034	d	14925	30008	836.05	10	0.49736736870168
0	1	0	1	1.1637931034	d	8290	16524	1074.75	10	0.501694504962479
2	0	1	1	1.1637931034	d	7632	15236	1107.1	10	0.500918876345497
0	2	1	1	1.1637931034	d	7736	15495	1108.9	10	0.499257825104873
2	1	2	1	1.1637931034	d	7978	15938	1095.65	10	0.500564688166646
1	0	1	1	1.1637931034	d	6569	13358	1127	10	0.491765234316514
1	2	1	1	1.1637931034	d	6676	13484	1127.1	10	0.495105309997034
2	1	0	1	1.1637931034	d	5471	11127	1127.1	10	0.491686887750517
0	1	2	1	1.1637931034	d	5404	10807	1127.1	10	0.500046266308874
1	1	2	1	1.1637931034	d	4273	8607	1127.1	10	0.496456372719879
1	1	0	1	1.1637931034	d	4359	8636	1127.1	10	0.504747568318666
0	1	1	1	1.1637931034	d	2641	5155	1127.1	10	0.512318137730359
2	1	1	1	1.1637931034	d	2396	5011	1127.1	10	0.478148074236679
